0.0 3.95412   3.96899   4.0
0.1   3.95374 3.96852   3.99933
0.2   3.95258 3.96713   3.99733
0.3   3.95064 3.9648    3.99399
0.4   3.94793 3.96153   3.98929
0.5   3.94443 3.95734   3.98324
0.6   3.94015 3.9522    3.97581
0.7   3.93508 3.94614   3.96698
0.8   3.92922 3.93913   3.95675
0.9   3.92255 3.93119   3.94508
1.0  3.91508  3.92231   3.93196
1.1   3.9068  3.9125    3.91737
1.2   3.89769 3.90174   3.90129
1.3   3.88776 3.89004   3.8837
1.4   3.87698 3.87739   3.8646
1.5   3.86536 3.86381   3.84398
1.6   3.85289 3.84928   3.82182
1.7   3.83955 3.83381   3.79815
1.8   3.82533 3.8174    3.77295
1.9   3.81024 3.80005   3.74625
2.0   3.79427 3.78177   3.71807
