0.0 3.14274   3.161   3.2
0.1   3.14218 3.16037 3.19914
0.2   3.1405  3.15848 3.19657
0.3   3.1377  3.15534 3.19225
0.4   3.1337  3.15094 3.18619
0.5   3.1287  3.14528 3.17834
0.6   3.12248 3.13836 3.16867
0.7   3.1151  3.13019 3.15715
0.8   3.10655 3.12076 3.14373
0.9   3.09682 3.11007 3.12837
1.0   3.08588 3.09814 3.11105
1.1   3.07372 3.08495 3.09174
1.2   3.06033 3.07051 3.07041
1.3   3.0457  3.05483 3.04707
1.4   3.02981 3.03792 3.02172
1.5   3.01267 3.01978 2.99438
1.6   2.99425 3.00041 2.96511
1.7   2.97457 2.97984 2.93394
1.8   2.95361 2.95806 2.90094
1.9   2.9314  2.93511 2.86619
2.0  2.90794  2.91098 2.82978
